IMG_PATH,NOME_FOTO,UTM_E,UTM_N,TIPO_HABIT
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_020642_6_BC0030VB0082.tif,FT_20240415_020642_6_BC0030VB0082.tif,351380.0,7486184.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_020642_6_BC0030VB0082.tif,FT_20240415_020642_6_BC0030VB0082.tif,351380.0,7486186.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_013716_3_BC0030VB0082.tif,FT_20240415_013716_3_BC0030VB0082.tif,351380.0,7486188.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_013441_3_BC0030VB0082.tif,FT_20240415_013441_3_BC0030VB0082.tif,351380.0,7486190.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_010519_6_BC0030VB0082.tif,FT_20240415_010519_6_BC0030VB0082.tif,351380.0,7486192.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_010519_6_BC0030VB0082.tif,FT_20240415_010519_6_BC0030VB0082.tif,351380.0,7486194.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_020917_0_BC0030VB0082.tif,FT_20240415_020917_0_BC0030VB0082.tif,351382.0,7486178.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_020917_0_BC0030VB0082.tif,FT_20240415_020917_0_BC0030VB0082.tif,351382.0,7486180.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_020917_0_BC0030VB0082.tif,FT_20240415_020917_0_BC0030VB0082.tif,351382.0,7486182.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_020641_3_BC0030VB0082.tif,FT_20240415_020641_3_BC0030VB0082.tif,351382.0,7486184.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_020641_3_BC0030VB0082.tif,FT_20240415_020641_3_BC0030VB0082.tif,351382.0,7486186.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_013717_3_BC0030VB0082.tif,FT_20240415_013717_3_BC0030VB0082.tif,351382.0,7486188.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_013440_3_BC0030VB0082.tif,FT_20240415_013440_3_BC0030VB0082.tif,351382.0,7486190.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_010521_0_BC0030VB0082.tif,FT_20240415_010521_0_BC0030VB0082.tif,351382.0,7486192.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_010521_0_BC0030VB0082.tif,FT_20240415_010521_0_BC0030VB0082.tif,351382.0,7486194.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_020918_3_BC0030VB0082.tif,FT_20240415_020918_3_BC0030VB0082.tif,351384.0,7486180.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_020918_3_BC0030VB0082.tif,FT_20240415_020918_3_BC0030VB0082.tif,351384.0,7486182.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_020640_3_BC0030VB0082.tif,FT_20240415_020640_3_BC0030VB0082.tif,351384.0,7486184.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_020640_3_BC0030VB0082.tif,FT_20240415_020640_3_BC0030VB0082.tif,351384.0,7486186.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_013718_6_BC0030VB0082.tif,FT_20240415_013718_6_BC0030VB0082.tif,351384.0,7486188.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_013439_0_BC0030VB0082.tif,FT_20240415_013439_0_BC0030VB0082.tif,351384.0,7486190.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_010522_3_BC0030VB0082.tif,FT_20240415_010522_3_BC0030VB0082.tif,351384.0,7486192.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_020638_6_BC0030VB0082.tif,FT_20240415_020638_6_BC0030VB0082.tif,351386.0,7486184.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_020638_6_BC0030VB0082.tif,FT_20240415_020638_6_BC0030VB0082.tif,351386.0,7486186.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_013720_0_BC0030VB0082.tif,FT_20240415_013720_0_BC0030VB0082.tif,351386.0,7486188.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_013437_6_BC0030VB0082.tif,FT_20240415_013437_6_BC0030VB0082.tif,351386.0,7486190.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_010523_3_BC0030VB0082.tif,FT_20240415_010523_3_BC0030VB0082.tif,351386.0,7486192.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_020637_6_BC0030VB0082.tif,FT_20240415_020637_6_BC0030VB0082.tif,351388.0,7486186.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_013721_3_BC0030VB0082.tif,FT_20240415_013721_3_BC0030VB0082.tif,351388.0,7486188.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104757_3_BC0030VB0082.tif,FT_20240415_104757_3_BC0030VB0082.tif,351412.0,7486050.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104453_0_BC0030VB0082.tif,FT_20240415_104453_0_BC0030VB0082.tif,351412.0,7486052.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_112018_0_BC0030VB0082.tif,FT_20240415_112018_0_BC0030VB0082.tif,351414.0,7486044.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_112018_0_BC0030VB0082.tif,FT_20240415_112018_0_BC0030VB0082.tif,351414.0,7486046.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104758_3_BC0030VB0082.tif,FT_20240415_104758_3_BC0030VB0082.tif,351414.0,7486048.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104758_3_BC0030VB0082.tif,FT_20240415_104758_3_BC0030VB0082.tif,351414.0,7486050.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104451_6_BC0030VB0082.tif,FT_20240415_104451_6_BC0030VB0082.tif,351414.0,7486052.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104451_6_BC0030VB0082.tif,FT_20240415_104451_6_BC0030VB0082.tif,351414.0,7486054.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_112019_0_BC0030VB0082.tif,FT_20240415_112019_0_BC0030VB0082.tif,351416.0,7486044.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_112019_0_BC0030VB0082.tif,FT_20240415_112019_0_BC0030VB0082.tif,351416.0,7486046.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104759_6_BC0030VB0082.tif,FT_20240415_104759_6_BC0030VB0082.tif,351416.0,7486048.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104759_6_BC0030VB0082.tif,FT_20240415_104759_6_BC0030VB0082.tif,351416.0,7486050.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104450_6_BC0030VB0082.tif,FT_20240415_104450_6_BC0030VB0082.tif,351416.0,7486052.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104450_6_BC0030VB0082.tif,FT_20240415_104450_6_BC0030VB0082.tif,351416.0,7486054.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104450_6_BC0030VB0082.tif,FT_20240415_104450_6_BC0030VB0082.tif,351416.0,7486056.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_114926_0_BC0030VB0082.tif,FT_20240415_114926_0_BC0030VB0082.tif,351418.0,7486042.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_112020_3_BC0030VB0082.tif,FT_20240415_112020_3_BC0030VB0082.tif,351418.0,7486044.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_112020_3_BC0030VB0082.tif,FT_20240415_112020_3_BC0030VB0082.tif,351418.0,7486046.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104801_0_BC0030VB0082.tif,FT_20240415_104801_0_BC0030VB0082.tif,351418.0,7486048.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104801_0_BC0030VB0082.tif,FT_20240415_104801_0_BC0030VB0082.tif,351418.0,7486050.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104449_3_BC0030VB0082.tif,FT_20240415_104449_3_BC0030VB0082.tif,351418.0,7486052.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104449_3_BC0030VB0082.tif,FT_20240415_104449_3_BC0030VB0082.tif,351418.0,7486054.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104449_3_BC0030VB0082.tif,FT_20240415_104449_3_BC0030VB0082.tif,351418.0,7486056.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104449_3_BC0030VB0082.tif,FT_20240415_104449_3_BC0030VB0082.tif,351418.0,7486058.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_114924_6_BC0030VB0082.tif,FT_20240415_114924_6_BC0030VB0082.tif,351420.0,7486040.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_114924_6_BC0030VB0082.tif,FT_20240415_114924_6_BC0030VB0082.tif,351420.0,7486042.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_112021_6_BC0030VB0082.tif,FT_20240415_112021_6_BC0030VB0082.tif,351420.0,7486044.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_112021_6_BC0030VB0082.tif,FT_20240415_112021_6_BC0030VB0082.tif,351420.0,7486046.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104802_3_BC0030VB0082.tif,FT_20240415_104802_3_BC0030VB0082.tif,351420.0,7486048.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104802_3_BC0030VB0082.tif,FT_20240415_104802_3_BC0030VB0082.tif,351420.0,7486050.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104448_0_BC0030VB0082.tif,FT_20240415_104448_0_BC0030VB0082.tif,351420.0,7486052.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104448_0_BC0030VB0082.tif,FT_20240415_104448_0_BC0030VB0082.tif,351420.0,7486054.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104448_0_BC0030VB0082.tif,FT_20240415_104448_0_BC0030VB0082.tif,351420.0,7486056.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240415_0030VB0083/FT_20240416_051048_6_BC0030VB0083.tif,FT_20240416_051048_6_BC0030VB0083.tif,351422.0,7485870.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240415_0030VB0083/FT_20240416_051048_6_BC0030VB0083.tif,FT_20240416_051048_6_BC0030VB0083.tif,351422.0,7485872.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240415_0030VB0083/FT_20240416_051048_6_BC0030VB0083.tif,FT_20240416_051048_6_BC0030VB0083.tif,351422.0,7485874.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_114923_3_BC0030VB0082.tif,FT_20240415_114923_3_BC0030VB0082.tif,351422.0,7486040.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_112023_0_BC0030VB0082.tif,FT_20240415_112023_0_BC0030VB0082.tif,351422.0,7486046.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104803_3_BC0030VB0082.tif,FT_20240415_104803_3_BC0030VB0082.tif,351422.0,7486048.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104803_3_BC0030VB0082.tif,FT_20240415_104803_3_BC0030VB0082.tif,351422.0,7486050.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104447_0_BC0030VB0082.tif,FT_20240415_104447_0_BC0030VB0082.tif,351422.0,7486052.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_104447_0_BC0030VB0082.tif,FT_20240415_104447_0_BC0030VB0082.tif,351422.0,7486054.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240415_0030VB0083/FT_20240416_051421_6_BC0030VB0083.tif,FT_20240416_051421_6_BC0030VB0083.tif,351424.0,7485868.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240415_0030VB0083/FT_20240416_051047_3_BC0030VB0083.tif,FT_20240416_051047_3_BC0030VB0083.tif,351424.0,7485870.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240415_0030VB0083/FT_20240416_051047_3_BC0030VB0083.tif,FT_20240416_051047_3_BC0030VB0083.tif,351424.0,7485872.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240415_0030VB0083/FT_20240416_051047_6_BC0030VB0083.tif,FT_20240416_051047_6_BC0030VB0083.tif,351424.0,7485874.0,Banco de Coral
/mnt/AWS/projeto-ia-submarina/ia-frente-ambiental/NOAA-AUV/ESPADARTE/6000702270/COM20240425/RUN_20240414_0030VB0082/FT_20240415_112024_0_BC0030VB0082.tif,FT_20240415_112024_0_BC0030VB0082.tif,351424.0,7486044.0,Banco de Coral
